"","status","county","incident_date","prior_status","narrative","year"
"134","near fatality","Philadelphia","January 11, 2018",NA,"22. A 2-month-old female child nearly died on January 11, 2018, as a result ofphysical abuse. Philadelphia Department of Human Services indicated the reporton March 9, 2018, naming the mother’s paramour as the perpetrator. The motherleft the victim child in the care of her paramour while she went to work. Upon herreturn she noticed a red mark in the victim child’s left eye and her head lookedswollen. The victim child was rushed to a local specialized pediatric hospital forevaluation and treatment. The victim child had several computed tomographyscans which determined the victim child had bilateral parietal skull fractures,bilateral subdural and subarachnoid bleeds, a grade two liver laceration, andmultiple healing lung lacerations. It was determined that these injuries werecaused by non-accidental trauma. The victim child was discharged from thehospital on January 20, 2018, and placed with maternal aunt. There were no otherchildren in the home at the time of the incident. The alleged perpetrator wasarrested on January 11, 2018, and he is currently incarcerated. The family had noprior documented child welfare involvementVenango","2018"
"135","fatality","Philadelphia","May 1, 2018"," Thefamily had no prior documented child welfare involvement.","8. An 8-year-old male child died on May 1, 2018, as a result of serious physicalneglect. Philadelphia Department of Human Services (PDHS) indicated thecase on May 1, 2018, naming the victim child’s mother as the perpetrator.On March 31, 2018, the victim child was brought to the emergency room dueto cardiac arrest secondary to an asthma attack while in the care of hisfather. The victim child was put on a ventilator and received blood pressuremedication but later died as a result of his injuries. PDHS received a reportalleging the mother and father did not have the victim child’s asthmamedications in the home. It was later discovered that the mother had notfilled the victim child’s prescriptions, nor had she taken him to specialistvisits as recommended. The mother had primary physical and sole legalcustody of the victim child. The victim child has one sibling for which a safetyassessment was completed, and the sibling was found to be safe. PDHSoffered the family voluntary in-home services as a result of the investigation.4December 17, 20182018 2nd Quarter Fatalities/Near FatalitiesApril 1 to June 30, 2018At the time the report was indicated, no criminal charges were filed. Thefamily had no prior documented child welfare involvement.Schuylkill","2018"
"136","near fatality","Philadelphia","April 30, 2018"," The family had no prior documentedchild welfare involvement.","15. A 4-month-old female child nearly died on April 30, 2018, as a result of seriousphysical neglect. Philadelphia Department of Human Services indicated thecase on May 25, 2018, naming the victim child’s mother as the perpetrator. Onthe date of the incident, the victim child’s mother found the victim child in bed12December 17, 20182018 2nd Quarter Fatalities/Near FatalitiesApril 1 to June 30, 2018seizing and foaming at the mouth. Emergency medical services were called, andthe victim child was transported to the hospital where she presented in cardiacarrest. The victim child was resuscitated, intubated, and admitted to the criticalcare unit with a very low sodium level and an infection. It was determined thatthe mother was providing the victim child with excessive amounts of waterwhich led to the low sodium levels. The mother was the caregiver for the victimchild at the time of the incident. The victim child has one sibling in the home;the sibling was placed in a foster home and provided case managementservices. On May 3, 2018, the victim child was released from the hospital andplaced in a foster home and provided case management services. The mother ispermitted supervised visits with the sibling; visitation with the victim child issuspended because the mother was determined to be a threat to the victimchild. At the time the report was indicated, a criminal investigation wasongoing, and no charges had been filed. The family had no prior documentedchild welfare involvement.","2018"
"137","near fatality","Philadelphia","March 10, 2018",NA,"16. A 1-year-old male child nearly died on March 10, 2018, as a result of physicalabuse. Philadelphia Department of Human Services (PDHS) indicated the caseon April 15, 2018, naming the victim child’s mother and mother’s paramour asperpetrators. On March 10, 2018, the victim child was in the care of themother’s paramour, who reported that the victim child was having difficultybreathing and had bruising and swelling behind his ears. The mother’sparamour stated that the victim child was lethargic, weak, and not acting likehis normal self. The paramour’s mother called emergency medical services andthe victim child was transported to a local specialized pediatric hospital viaambulance. The victim child presented at the hospital with a bite mark on anear and an inter-cranial hemorrhage. A computerized tomography scan revealeda subdural hematoma, indicative of non-accidental trauma; the victim childalso had a healing fracture to his arm. The mother and her paramour bothdenied knowing the cause of the victim child’s injuries. The victim child has twosiblings in the home; the siblings were placed in the home of the mother’sparamour’s maternal grandmother as a part of the PDHS safety plan. At thetime the report was indicated, the police investigation was ongoing. The familywas previously known to PDHS. In February 2016, a general protective services(GPS) report was received alleging inappropriate discipline of the victim child’ssibling by the paternal grandmother; the report was investigated anddetermined to be invalid. On February 24, 2016, a GPS referral was receivedwhich resulted in the victim child’s siblings’ placement in foster care due to housing concerns; the siblings were reunified with the mother in July 2016. InFebruary 2017, a GPS report was received alleging concerns about mother’sability to care for the children due to her own health issues; the report wasinvestigated and determined to be invalid. In May 2017, a child protectiveservices report was received alleging that the victim child’s sibling was injuredafter a visit with her father; the report was investigated and determined asunfounded.","2018"
"138","near fatality","Philadelphia","February 19, 2018"," The family had no prior documented child welfareinvolvement.","17. A 4-month-old female child nearly died on February 19, 2018. PhiladelphiaDepartment of Human Services indicated the case on April 11, 2018, namingthe victim child’s father as the perpetrator. On the date of the incident, the13December 17, 20182018 2nd Quarter Fatalities/Near FatalitiesApril 1 to June 30, 2018victim child’s mother was out of the home and returned to observe bruising onthe victim child’s leg; the victim child’s father appeared intoxicated at that time.The victim child’s mother then took the victim child to the emergency room dueto vomiting. The victim child presented at the hospital with bruising on both ofher legs and left arm and a bite mark on her left shoulder. Medical tests werecompleted that revealed internal bleeding and swelling on the brain. Surgerywas required, and drains were placed to release the swelling on the brain. Thevictim child was discharged from the hospital to mother’s care; the mother andvictim child are receiving in home services. There are no other children in thehome. The victim child’s father provided no explanation as to how the injuriesoccurred. Following the incident, the father was charged with aggravatedassault and incarcerated. The family had no prior documented child welfareinvolvement.","2018"
"139","near fatality","Philadelphia","April 12, 2018",NA,"18. A 4-month-old female child nearly died on April 12, 2018, as a result ofphysical abuse. The Philadelphia Department of Human Services (PDHS)indicated the report on May 24, 2018, naming the victim child’s mother andfather as the perpetrators. On April 12, 2018, the victim child’s mother broughtthe victim child to the emergency room of a local specialized pediatric hospitaldue to concerns that the victim child was lethargic and not eating. The victimchild was examined and diagnosed with a bilateral fractured skull, a hypoxicinjury to the brain, retinal and subdural hemorrhages and a broken arm.Medical findings revealed that the victim child’s injuries were indicative of non-accidental trauma experienced over a period of time and for which medicaltreatment was not sought. The victim child’s parents both denied causing orknowing how the injuries occurred. On April 18, 2018, an order of protectivecustody was obtained, and the child was placed in the legal and physicalcustody of the agency. The victim child has two siblings; a safety plan wasenacted, and the siblings were placed with kin. Neither perpetrator is permittedvisitation with any of the children. At the time the report was indicated, a policeinvestigation was pending. The family was previously known to PDHS. InNovember 2016, a child protective services referral was received regarding oneof the siblings having a broken femur; that report was indicated, and the familyhad been receiving services at the time of the incident.","2018"
"140","near fatality","Philadelphia","April 9, 2018"," The family had no prior documented child welfare involvement.","19. A 3-month-old male child nearly died on April 9, 2018, as a result of physicalabuse. Philadelphia Department of Human Services indicated the case on May25, 2018, naming the victim child’s father as the perpetrator. The victim childwas in the care of the father while the victim child’s mother was at work. On thedate of the incident, the victim child’s mother received a phone call from thevictim child’s father stating that he and the victim child had fallen earlier thatday and the victim child looked sick. When the victim child’s mother returnedhome from work, she reported that the child looked “tired,” which prompted herto immediately contact emergency medical services. The child was transportedto a local specialized children’s hospital where medical testing revealed skulland eye fractures, renal hemorrhaging, and brain trauma; the victim child alsohad a healed tibia fracture. The injuries sustained were indicative of ShakenBaby Syndrome. The father was arrested for aggravated assault, endangeringthe welfare of a child and other offenses. There were no other children in the14December 17, 20182018 2nd Quarter Fatalities/Near FatalitiesApril 1 to June 30, 2018home. The victim child was placed in the care of a family member and themother is permitted supervised visits. The family is receiving medical foster careservices. The family had no prior documented child welfare involvement.","2018"
"141","near fatality","Philadelphia","March 17, 2018"," The family had no prior documented child welfare involvement.","20. An 11-month-old female child nearly died on March 17, 2018, as a result ofserious physical neglect. Philadelphia Department of Human Services indicatedthe case on April 22, 2018, naming the victim child’s mother as the perpetrator.On the date of the incident, the victim child was transported to the hospital viaambulance due to being unresponsive in respiratory distress with dilatedpupils; she was administered two doses of Narcan. It was reported that themother had relapsed three weeks prior to the incident with the victim child. Thevictim child has no siblings; the victim child was placed in kinship care withher paternal grandmother. At the time the report was indicated, a criminalinvestigation was ongoing. Case management and placement services are beingprovided, including early intervention, parenting education and substance useservices. The family had no prior documented child welfare involvement.","2018"
"142","near fatality","Philadelphia","April 3, 2018",NA,"21. A 19-month-old female child nearly died on April 3, 2018, as a result ofphysical abuse. Philadelphia Department of Human Services (PDHS) indicatedthe case on April 26, 2018, naming the victim child’s mother and father as theperpetrators. The victim child was brought into a pediatric hospital after havingbeen found unresponsive by her parents. Medical testing revealed that thevictim child had marijuana and cocaine in her system. The parents could notprovide an explanation as to how the victim child could have ingested thesubstances, although, the father did admit to smoking marijuana in the home;both parents denied any other substance use. There were no other children inthe home; an order of protective custody was obtained, and the victim child wasplaced with the paternal grandmother. A police report was completed on April 4, 2018. The family had not been previously known to child welfare; the father hadbeen known to PDHS as a subject child.15December 17, 2018","2018"
"143","fatality","Philadelphia","May 4, 2018"," Thefamily had no prior documented child welfare involvement.","11. A 2-year-old female child died on May 4, 2018, as a result of physicalabuse. Philadelphia Department of Human Services indicated the report onJuly 2, 2018, naming the victim child’s mother as the perpetrator. On thedate of the incident, the mother sent a text message to the father statingthat she killed the victim child. Upon the father’s arrival to the home, hecalled emergency medical services (EMS). When EMS arrived, the fatherescorted the paramedics to the bathroom where the victim child wasunresponsive on the floor. The victim child was transported to the nearbyhospital where she was pronounced dead. The autopsy report revealed thevictim child’s cause of death to be homicidal drowning. There were no otherchildren in the home. At the time this report was indicated, the victimchild’s mother was charged with murder, involuntary manslaughter,5July 19, 20242018 3rd Quarter Fatalities/Near FatalitiesJuly 1 to September 30, 2018endangering the welfare of children, and was incarcerated awaiting trial. Thefamily had no prior documented child welfare involvement.","2018"
"144","fatality","Philadelphia","July 2, 2018",NA,"12. A 13-month-old male child died on July 2, 2018, as a result of physicalabuse. Philadelphia Department of Human Services (PDHS) indicated thereport on August 24, 2018, naming the victim child’s mother and mother’sparamour as the perpetrators. On the date of the incident, the mother foundthe victim child unresponsive. The victim child was transported to thehospital and was pronounced dead. An autopsy report revealed significantexternal bruising as well as internal bruising and injuries. According to thepathologist, the victim child had deep bruising on the stomach and old ribfractures and scarring. The mother and her paramour were the primarycaretakers of the victim child. The victim child had two siblings who residewith the maternal grandmother and aunt. At the time the report wasindicated, the criminal investigation was ongoing. The family was previouslyknown to child welfare. In June 2018, PDHS received a general protectiveservices referral for the victim child’s sibling testing positive for substancesat birth. The family was open for services at the time of the victim child’sdeath.","2018"
"145","fatality","Philadelphia","July 12, 2018",NA,"13. A 6-year-old male child died on July 12, 2018, as a result of physicalabuse. Philadelphia Department of Human Services (PDHS) indicated thereport on August 29, 2018, naming the victim child’s mother and themother’s paramour as the perpetrators. On the date of the incident, thevictim child sustained injuries to his torso, including fractured ribs and alaceration to the spleen. The victim child succumbed to his injuries and thecause of death was determined to be blunt force trauma. The mother’sparamour was the only caretaker for the victim child at the time of theincident and admitted to body slamming the victim child while under theinfluence of substances. The victim child’s mother was aware of theparamour’s use of substances and previous use of inappropriate discipline.The victim child had one sibling who was removed from the home; thesibling was assessed for injury and placed with kin. At the time the reportwas indicated, the mother’s paramour had been arrested and charged withthe victim child’s death. The family was previously known to child welfare.In March and June 2018, PDHS received two child protective servicesreports regarding alleged physical injuries; both reports were investigatedand determined to be unfounded.","2018"
"146","fatality","Philadelphia","August 15, 2018"," The family had no prior documented child welfare involvement.","14. A 4-month-old male child died on August 15, 2018, as a result of seriousphysical neglect. The Philadelphia Department of Human Services indicatedthe report on September 17, 2018, naming an unrelated babysitter as theperpetrator. On the date of the incident, the victim child was found by thebabysitter face down in his pack ‘n’ play in cardiac arrest. The victim childwas transported to the hospital, where he was later pronounced dead. Thebabysitter reported that the victim child did not eat all day and was lethargicon the date of the incident. It was determined that the babysitter had failedto provide adequate supervision. The victim child had one sibling thatresided in the household and was determined to be safe in the care of theparents. The family had no prior documented child welfare involvement.Schuylkill6July 19, 20242018 3rd Quarter Fatalities/Near FatalitiesJuly 1 to September 30, 2018","2018"
"147","near fatality","Philadelphia","July 7, 2018",NA,"13. A 3-year-old male child nearly died on July 7, 2018, as a result of physicalabuse. The Philadelphia Department of Human Services (PDHS) indicatedthe report on September 5, 2018, naming the victim child’s father andmother as the perpetrators. On the date of the incident, the victim child andhis siblings were visiting with their father with whom they do not reside.When the children were returned home, the mother took the victim child toa local hospital. The victim child presented at the hospital with bruising onthe trunk, abdomen, genitals, and extremities. A computed tomography12July 19, 20242018 3rd Quarter Fatalities/Near FatalitiesJuly 1 to September 30, 2018scan was performed which showed that the victim child also had sustainedinternal injuries, which were indicative of abuse. The victim child was thentransferred to a specialized pediatric hospital. The victim child had twosiblings, who were also brought to the specialized pediatric hospital forexamination; the siblings were also found to have substantial injuries. Themother was aware that abuse was occurring and continued to allow thefather to care for the children. The victim child and siblings were treated,discharged from the hospital, and then placed in a foster home by order ofthe court. Visitation by the parents had been temporarily discontinued asper court order. At the time the report was indicated, the criminalinvestigation was pending, and no criminal charges had been filed. Thefamily was previously known to child welfare. In December 2017, PDHSreceived a child protective services report due to multiple healing ribfractures discovered when the victim child’s sibling was brought to thehospital with symptoms of chest congestion. The report was unfoundedbecause an investigation could not be completed when the motherabsconded to another state, but a report was made to that state’s socialservices department.","2018"
"148","near fatality","Philadelphia","July 8, 2018",NA,"14. A 2-month-old female child nearly died on July 8, 2018, as a result ofphysical abuse. The Philadelphia Department of Human Services (PDHS)indicated the report on September 6, 2018, naming the victim child’s fatherand mother as the perpetrators. On the date of the incident, the victim childwas brought to a specialized pediatric hospital by her mother to receive askeletal survey and other tests due a report of physical abuse by the fatherand the near fatality of the victim child’s 3-year-old sibling. The victim childand her siblings had been visiting with their father with whom they do notreside at the time of the incident. The victim child was examined and wasfound to have fractured ribs, a lacerated liver and spleen, and a possiblefracture of the femur. The mother was aware that abuse was occurring andcontinued to allow the father to care for the children. The victim child hadtwo siblings. The victim child and the two siblings were treated, dischargedfrom the hospital, and placed in a foster home together by order of the court.Visitation by the parents was temporarily discontinued as per court order.At the time the report was indicated, the criminal investigation was pending,and no criminal charges had been filed. The family was previously known tochild welfare. In December 2017, PDHS received a child protective servicesreport due to multiple healing rib fractures discovered when the victimchild’s sibling was brought to the hospital with symptoms of chestcongestion. The report was unfounded because an investigation could not becompleted when the mother absconded to another state, but a report wasmade to that state’s social services department.","2018"
"149","near fatality","Philadelphia","July 8, 2018",NA,"15. A 23-month-old male child nearly died on July 8, 2018, as a result ofphysical abuse. The Philadelphia Department of Human Services (PDHS)indicated the report on September 5, 2018, naming the victim child’s fatherand mother as the perpetrators. On the date of the incident, the victim childwas brought to a specialized pediatric hospital by his mother to receive askeletal survey and other medical tests due to a report of physical abuse bythe father and near fatality of the victim child’s 3-year-old sibling. The victimchild and his siblings had been visiting with their father with whom they donot reside at the time of the incident. The victim child was examined and13July 19, 20242018 3rd Quarter Fatalities/Near FatalitiesJuly 1 to September 30, 2018was diagnosed with a lacerated liver and rib fractures; medicaldocumentation supported the cause of the victim child’s injuries as beingnon-accidental inflicted trauma. The mother was aware that abuse wasoccurring and continued to allow the father to care for the children. Thevictim child had two siblings. The victim child and two siblings were treated,discharged from the hospital, and placed in a foster home together by orderof the court. Visitation by the parents was temporarily discontinued as percourt order. At the time the report was indicated, the criminal investigationwas pending, and no criminal charges had been filed. The family waspreviously known to child welfare. In December 2017, PDHS received a childprotective services report due to multiple healing rib fractures discoveredwhen the victim child was brought to the hospital with symptoms of chestcongestion. The report was unfounded because an investigation could not becompleted when the mother absconded to another state, but a report wasmade to that state’s social services department.14July 19, 2024","2018"
"150","fatality","Philadelphia","October 7, 2018",NA,"9. A 22-month-old female child died on October 7, 2018, as a result of physicalabuse. Philadelphia Department of Human Services (PDHS) indicated thereport on November 14, 2018, naming the victim child’s father’s formerparamour as the perpetrator. On the date of the incident, the father’s formerparamour disclosed that she smothered the victim child and threw the victimchild out with the trash. The deceased victim child’s body was found by policein a park later that day. There were two children residing in the father’s formerparamour’s home, and they were placed with a maternal grandmother. Therewere no services provided to the victim child’s family due to the victim childbeing the only child of the mother and father. At the time the report wasindicated, the father’s former paramour had been arrested and charged withmurder, possession of instrument of crime, obstruction of law operations,abuse of corpse, false report, and tampering with physical evidence. The familywas previously known to child welfare. Between December 2016 andSeptember 2018, PDHS received three general protective service (GPS)referrals regarding the victim child’s family concerning parental substance useand inappropriate caregivers; the referrals were screened out or determined tobe invalid. In October 2017, PDHS received a general protective service reportregarding a domestic dispute; the report was determined to be valid. Thefamily was referred to services due to the GPS referrals received. In May 2011,PDHS received a child protective service referral regarding physical abuse by4 July 19, 20242018 4th Quarter Fatalities/Near FatalitiesOctober 1 to December 31, 2018the former paramour which was determined to be indicated. In November2016, PDHS received GPS referral regarding the former paramour and failureto seek medical attention for a child which was determined to be valid. In April2017, Montgomery County Office of Children and Youth received a GPSreferral regarding the former paramour and inappropriate discipline whichwas screened out.","2018"
"151","fatality","Philadelphia","October 12, 2018",NA,"10. A 5-month-old male child died on October 12, 2018, as a result of physicalabuse. Philadelphia Department of Human Services indicated the report onNovember 30, 2018, naming the victim child’s mother and father as theperpetrators. On the date of the incident, the victim child had been sleeping inthe same bed with both parents. When the parents awoke, they reportedfinding the victim child face down, not breathing and unresponsive. The victimchild’s mother called emergency medical services and the father administeredcardiopulmonary resuscitation. The victim child was pronounced dead byparamedics at the home. An autopsy and skeletal survey revealed severalphysical injuries to support homicide as the cause of death for the victimchild. The skeletal survey revealed that the victim child had fractures to theribs and skull. The victim child also had bite marks on the shoulder. Theautopsy revealed numerous new and old bruises on the victim child’s chest,back, buttocks, legs and scrotum. The victim child also had abrasions on thenose, right lower jaw, and anal cavity, as well as two internal lacerations of theliver and a tear on the upper lip. The abrasions of the skin around the noseand mouth were indicative of smothering. There were no other children in thehome and no services were provided. At the time the report was indicated, thecriminal investigation was ongoing. The family was previously known to childwelfare. The family had just moved to Philadelphia from Tennessee two daysbefore the victim child’s death and the family had been known to the Childrenand Youth agency in Tennessee. The family was receiving in-home services inTennessee that included monthly home visits by a nurse to assess the child.","2018"
"152","fatality","Philadelphia","June 26, 2016",NA,"11. A 3-month-old male child died on June 26, 2016, as a result of physicalabuse. The Philadelphia Department of Human Services (PDHS) indicated thereport on December 23, 2018, naming the victim child’s mother as theperpetrator. On the date of the incident, the parents reported falling asleepwith the victim lying on his stomach between the parents and finding thevictim child in the same position but unresponsive when they awoke. Theinitial report was screened out because there had been no allegations of abuseor neglect. On September 3, 2018, a report was received stating that a letterwas found in the mother’s home, in which the mother admitted to feelingoverwhelmed and putting a pillow over the victim child’s face to stop the victimchild’s crying, and then calling the father to tell him what happened. Themother later reported that the father was responsible for abusing the victimchild and that the father had suffocated him. The victim child had one siblingwho was placed with a maternal aunt, and the parents were not permittedvisitation. The family received case management services. At the time thereport was indicated, the parents were incarcerated awaiting trial. The familywas previously known to child welfare. In September 2017, PDHS received ageneral protective services (GPS) report regarding domestic violence. Thereport was screened out and the mother was referred for services but declined.In November 2017 and March 2018, PDHS received child protective services(CPS) referrals regarding physical abuse of the victim child’s sibling. Both CPS5 July 19, 20242018 4th Quarter Fatalities/Near FatalitiesOctober 1 to December 31, 2018reports were determined to be unfounded. An additional GPS referral alleginginappropriate discipline was generated regarding the father’s other children,and the report was determined to be invalid. In January, February and March2018, PDHS received GPS referrals which were determined to be invalid.","2016"
"153","fatality","Philadelphia","August 20, 2018",NA,"12. A 20-month-old male child died on August 20, 2018, as a result of physicalabuse. Philadelphia Department of Human Services (PDHS) indicated thereport on October 2, 2018, naming the victim child’s mother and the mother’sparamour as the perpetrators. On the date of the incident, the mother receivedthe phone call from the paramour stating that the victim child was notbreathing. Emergency medical services were contacted, and the victim child’smother returned home and attempted to give the victim child rescue breaths.The victim child and mother were taken to a local hospital via police transport.The victim child presented at the hospital in cardiac arrest with visiblebruising on his body. Resuscitation efforts were unsuccessful, and the victimchild was pronounced dead. The victim child’s mother and the mother’sparamour provided inconsistent accounts of what occurred on the date of theincident. According to one of the victim child’s siblings, the victim child wastaking a bath and the paramour yelled at and then struck the victim child,causing the victim child to hit the bottom of the bathtub. Two of the victimchild’s three siblings were visiting the home at the time of the incident. Afterthe incident, the two sibling’s biological father arrived and retrieved hischildren. The victim child’s third sibling resided in the home with the motherand went to stay with the paternal grandparents after the incident. There wereno services provided to the family, and the victim child’s mother was permittedsupervised visits with the siblings. At the time the report was indicated, themother and mother’s paramour had been arrested. The victim child’s motherhad been charged with endangering the welfare of children and corruption ofminors, and the mother’s paramour was charged with murder. The mother’sparamour had been incarcerated awaiting trial, while the mother was releasedon bail. The family was previously known to child welfare. Beginning onOctober 21, 2011, PDHS opened the family for services due to lack of incomeand unstable housing. Between October 2011 and June 2018, PDHS receivedfourteen general protective service (GPS) reports regarding the family. One ofthe reports was determined to be valid, while the thirteen others weredetermined to be invalid. The valid GPS report was received by PDHS inFebruary 2016 and was regarding the mother co-sleeping with the victimchild’s 1-month-old sibling. The family was referred for services, but themother did not respond to the agency’s outreach. PDHS received four childprotective service (CPS) reports regarding the family. One CPS report wasindicated and the remaining three were determined to be unfounded. Theindicated CPS report was received in October 2014 and was regarding physicalabuse of one of the victim child’s siblings by the mother’s paramour.Somerset","2018"
"154","near fatality","Philadelphia","September 27, 2018"," The family had no prior documented child welfare involvement.","16. A 2-year-old male child nearly died on September 27, 2018, as a result ofphysical neglect. Philadelphia Department of Human Services indicated thereport on November 21, 2018, naming the victim child’s mother and mother’sparamour as the perpetrators. On the date of the incident, the victim child’smother had been cleaning the bathtub with hot water and the victim child gotinto the bathtub while left unattended. The victim child had been in the careof the mother’s paramour, and the paramour reported going downstairs for aperiod of time and returning to find the victim child in the bathtub. The victimchild suffered second degree burns to his legs which required surgery. Therewere no other children in the home. At the time the report was indicated, theparamour had been arrested and charged with aggravated assault, simpleassault, recklessly endangering another person, and endangering the welfareof a child. The family had no prior documented child welfare involvement.","2018"
"155","near fatality","Philadelphia","October 30, 2018",NA,"17. A 1-month-old male child nearly died on October 30, 2018, as a result ofphysical neglect. The Philadelphia Department of Human Services indicatedthe report on December 3, 2018, naming the victim child’s mother and fatheras the perpetrators. On the date of the incident, the mother took the victimchild to the pediatrician for consistently decreasing weight. The victim child was admitted to the hospital weighing 5.7 pounds with low blood pressure,slower-than-normal heart rate, and hypothermia. It was later discovered thatthe mother and father had not been following the pediatrician’s feedingrecommendations. The victim child was discharged to the care of the paternalgrandparents as a part of a safety plan. There were no other children in thehome. The family received case management services. At the time the reportwas indicated, no criminal charges had been filed. The family had no priordocumented child welfare involvement.15 July 19, 20242018 4th Quarter Fatalities/Near FatalitiesOctober 1 to December 31, 2018","2018"
"156","near fatality","Philadelphia","October 8, 2018",NA,"18. A 3-month-male child nearly died on October 8, 2018, as a result of physicalneglect. Philadelphia Department of Human Services (PDHS) indicated thereport on November 2, 2018, naming the victim child’s mother and father asthe perpetrators. On the date of the incident, the victim child fell off of a bedafter being left unattended. The victim child was determined to have suffered askeletal fracture and an epidural hematoma. The victim child was transportedto the hospital and admitted to the intensive care unit for further treatmentand observation. There were no other children in the home. PDHS obtained anOrder of Protective Custody and the victim child was adjudicated dependent.The family received parenting education and case management services, andthe victim child was placed in a kinship home. At the time the report wasindicated, no criminal charges had been filed. The family had no priordocumented child welfare involvement.","2018"
"157","near fatality","Philadelphia","September 6, 2018",NA,"19. A 5-year-old male child nearly died on September 6, 2018, as a result ofphysical abuse. The Philadelphia Department of Human Services indicated thereport on October 23, 2018, naming the victim child’s mother as theperpetrator. On the date of the incident, the victim child was admitted to aspecialty children’s hospital due to low insulin levels. The victim child’s insulinlevel dropped again after stabilization at the hospital. It was noted that thevictim child’s mother was present each time the insulin levels were low.Medical professionals determined the victim child was intentionally giveninsulin but did not have diabetes, resulting in his insulin levels dropping. Thevictim child had four siblings who were assessed and placed in the care oftheir father. Because the family resided in New Jersey, services were providedto the family by the New Jersey Department of Children and Families. At thetime the report was indicated, law enforcement in New Jersey wereinvestigating the incident involving the victim child. The family had no priordocumented child welfare involvement.Schuylkill","2018"
"158","fatality","Philadelphia","October 7, 2018",NA,"7. A 22-month-old female child died on October 7, 2018, as a result of physicalabuse. Philadelphia Department of Human Services (PDHS) founded thereport on January 11, 2019, naming the victim child’s father as theperpetrator. It was determined on January 11, 2019, that the father did notbelieve his former paramour to be an appropriate caregiver, but he left thevictim child in the care of the former paramour which led to the victimchild’s death. On October 7, 2018, the father’s former paramour disclosedthat she smothered the victim child and threw her out with the trash. Thevictim child’s body was found by police in a park later the same day of theincident. The victim child had no siblings and no services were provided tothe family. The former paramour was previously indicated for the incident.At the time the report was indicated, no criminal charges had been filedagainst the father. The family was previously known to child welfare.Between December 2016 and September 2018, PDHS received three generalprotective service (GPS) referrals for the victim child’s family concerningparental substance use and inappropriate caregivers, which had beenscreened out or determined invalid. In October 2017, PDHS received ageneral protective service report regarding a domestic dispute that wasdetermined valid and the family was referred to services. In May 2011, PDHSreceived a child protective service referral regarding the former paramourconcerning physical abuse that was indicated. In November 2016, PDHSreceived GPS referral regarding the former paramour’s failure to seekmedical attention for a child which was determined valid. In April 2017,Montgomery County Office of Children and Youth received a GPS referral3 July 19, 20242019 1st Quarter Fatalities/Near FatalitiesJanuary 1 to March 31, 2019regarding the former paramour and inappropriate discipline that wasscreened out.","2018"
"159","fatality","Philadelphia","December 31, 2018",NA,"8. A less than 1-day-old male child died on December 31, 2018, as a result ofphysical abuse. Philadelphia Department of Human Services indicated thereport on January 15, 2019, naming the victim child’s mother as theperpetrator. On the date of the incident, the mother delivered the victimchild, alive and full term, in the bathroom of her home. The mother then cutthe umbilical cord, suffocated the child, and put him in plastic bags. Afriend of the mother visited later the same day, and the mother disclosedwhat had happened with the child. The incident was later reported to police.Police brought the child to the local hospital emergency room afterdiscovering him in an outside trash bin. Attempts were made to resuscitatethe child but were unsuccessful, and he was pronounced dead. At the timethe report was indicated, the criminal investigation was ongoing. There wereno other children in the home and no services provided to the family. Themother was previously known as a subject child.Venango","2018"
"160","near fatality","Philadelphia","December 23, 2018"," Thefamily had no prior documented child welfare involvement.","14. A 14-month-old female child nearly died on December 23, 2018, as a resultof serious physical neglect. Philadelphia Department of Human Services(PDHS) indicated the report on February 5, 2019, naming victim child’sfather as the perpetrator. On the date of the incident, the victim child’smother contacted emergency medical services after finding the victim childgasping for breaths. The child was still gasping for breaths, lethargic andhad contracted pupils when she presented at the hospital. She respondedafter receiving two doses of Narcan. A blood screen determined that she hadingested the prescription pain medication Oxycodone. The victim child hadtwo siblings who were not in the home at the time of the incident. The victimchild and two siblings were placed into the care of their paternalgrandmother and remained in her care as a part of a safety plan. OnJanuary 10, 2019, all three children were adjudicated dependent. Thechildren were provided case management services and kinship care services.At the time the report was indicated, no criminal charges had been filed. Thefamily had no prior documented child welfare involvement.","2018"
"161","near fatality","Philadelphia","January 21, 2019",NA,"15. A 3-week-old male child nearly died on January 21, 2019, as a result ofphysical abuse. The Philadelphia Department of Human Services (PDHS)indicated the report on March 1, 2019, naming the victim child’s father asthe perpetrator. On the date of the incident, the victim child was taken tothe emergency room by his parents due to seizure-like activity. The childappeared drowsy upon arrival at the hospital, and he was found to have twofractured ribs, bleeding in the brain, a bruise on his mouth and an abrasionacross his neck. Medical staff verified that the injuries occurred from directblows to the child. It was determined that the father was the only personpresent with the child at the time the injuries occurred. The victim child wasdischarged to a medical group home where he continued to receive care andservices for his injuries. There were no other children in the home. Thefamily received case management, counseling, and placement services. Atthe time the report was indicated, the criminal investigation was ongoing.The family was previously known to child welfare. In December 2018, PDHSreceived a general protective service referral regarding parental substanceuse while the mother was pregnant with the victim child. The referral wasscreened out but the family was referred for services.","2019"
